id_usuario,duracion_recorrido,nombre_estacion_origen,nombre_estacion_destino
601759,1737,INGENIERO BUTTY,Plaza Almagro
517437,866,Plaza Almagro,PLAZA 24 DE SEPTIEMBRE
243279,663,Armenia y Gorriti,Plaza Guemes
667520,1236,AGUERO,FACULTAD DE DERECHO
557854,865,Avelino Diaz,SIMON BOLIVAR
142049,4110,Plaza Almagro,CENTRO DE EXPOSICIONES
541837,317,Plaza Roma,Madero Office
616388,1462,Ecuador,RAVIGNANI Y GUATEMALA
130126,759,Velasco,Billinghurst
643738,2858,PLAZA BENITO NAZAR,Tronador
180490,1292,Federico Lacroze,PRIMERA JUNTA
460357,942,Ecoparque,Parque Las Heras
147851,1523,Distrito Audiovisual,ESPINOSA
622969,315,Billinghurst,Parque Las Heras
405719,697,Constitución,VERA PEÑALOZA
167860,2540,Plaza Rafael Hernandez,Plaza Palermo Viejo
172729,647,Hospital Francés,Pasco
484086,131,Balbín,MONROE
581306,1663,PERÓN Y ACUÑA DE FIGUEROA,Velasco
183034,1610,VILLARROEL,VILLARROEL
373975,3303,Parque Lezama,Ruy Díaz de Guzmán
378107,707,ADUANA,Parque Lezama
193654,1976,BARRANCAS DE BELGRANO,PLAZA NORUEGA
353888,1876,Distrito Audiovisual,PLAZA ALBERTI
184156,3177,Federico Lacroze,VILLARROEL
325785,1651,ESTADOS UNIDOS Y BOEDO,AGUERO
627098,3193,VILLARROEL,Fitz Roy
671012,327,HOSPITAL DE CLÍNICAS,Peña
671050,1579,HOSPITAL DE CLÍNICAS,VIRREY CEVALLOS
497752,2076,Suipacha,AZUCENA VILLAFLOR
642262,5911,Plaza Alemania,Plaza Alemania
496886,861,Plaza Saenz Peña,PLAZA DEL ANGEL GRIS
205514,432,SAN MIGUEL DE GARICOITS,Distrito Audiovisual
498357,612,Peña,JUNCAL
417306,1607,ESTADOS UNIDOS Y BOEDO,Pacifico
452696,1599,INSTITUTO  LELOIR,YATAY
260242,1216,VILLARROEL,Guatemala
452761,973,Ayacucho,Quintino Bocayuva
425670,2227,Parque Centenario,Hipólito Yrigoyen
544044,733,Armenia,Billinghurst
627023,1336,ECHEVERRIA,Club Ciudad de Buenos Aires
665536,715,Pasteur,CERRITO
234832,649,Suipacha,MINISTERIO DE EDUCACION
372430,726,Plaza Irlanda,Jose Maria Moreno
310552,1607,Distrito Audiovisual,Plaza Saenz Peña
671012,362,Peña,Facultad de Medicina
263024,1350,Parque Las Heras,F.J.Santamaria de Oro
171275,1488,Puan,SAAVEDRA
597704,609,Plaza Primero de Mayo,Paraná
372970,1527,José Marmol,Legislatura
136609,503,LARREA Y BARTOLOMÉ MITRE,PUEYRREDÓN
501588,4011,Plaza Zapiola,Plaza Bruno Giordano
176678,591,HOSPITAL DE CLÍNICAS,Hospital Rivadavia
658022,3190,Parque Centenario,Parque Centenario
569922,556,RIOBAMBA,AUSTRIA Y FRENCH
214464,769,Uruguay,MACACHA GUEMES
418160,1380,Pacifico,PLAZA BENITO NAZAR
443227,527,SAN MIGUEL DE GARICOITS,Plaza Zapiola
386022,873,VIRREY CEVALLOS,ESTADOS UNIDOS Y BOEDO
190411,1465,ALSINA,CALIFORNIA
284299,1103,PRIMERA JUNTA,ESTADOS UNIDOS Y BOEDO
532879,2149,JUNCAL,Quintino Bocayuva
139083,633,UADE,Diagonal Norte
561425,1782,Facultad de Medicina,Pacifico
586012,1173,MACACHA GUEMES,FACULTAD DE INGENERIA
185521,1563,MACACHA GUEMES,Facultad de Medicina
315029,1682,Parque Centenario,Parque Centenario
140925,2401,Plaza Italia,Plaza Italia
162573,419,General Urquiza,Plaza Italia
350081,628,Federico Lacroze,Federico Lacroze
229558,614,PRIMERA JUNTA,PLAZA 24 DE SEPTIEMBRE
559809,1962,Catedral,Acuña de Figueroa
589344,3761,Colonia Express,AIME PAINÉ
139416,1620,MACACHA GUEMES,YATAY
453612,5890,Peña,HOSPITAL ALEMÁN
665931,1082,Donato Alvarez,PLAZOLETA CELEDONIO FLORES
185688,2009,CARLOS CALVO,MARCELO T. DE ALVEAR
341748,2097,QUINTEROS LIDORO,PLAZA BOLIVIA
348268,465,Plaza Bruno Giordano,Parque Centenario
255477,622,Solar de la Abadía,Pacifico
195163,977,Parque Centenario,Parque Centenario
333464,1430,Estados Unidos,MARCELO T. DE ALVEAR
389513,1983,MARCELO T. DE ALVEAR,Godoy Cruz y Libertador
255865,1141,BARRANCAS DE BELGRANO,GARCIA DEL RIO
278264,2213,Tronador,Tronador
571979,884,F.J.Santamaria de Oro,PLAZA BOLIVIA
260416,803,LARREA Y BARTOLOMÉ MITRE,Acuña de Figueroa
186097,709,Villa Urquiza,Tronador
189322,410,HOSPITAL ALEMÁN,Hospital Rivadavia
324995,1775,Plaza Irlanda,Plaza Irlanda
313872,1504,La Pampa,Godoy Cruz y Libertador
178330,1123,Peña,YATAY
258552,1217,Luna,CALIFORNIA
548086,524,Chile,Constitución
407109,738,SAN MIGUEL DE GARICOITS,RAVIGNANI Y GUATEMALA
450087,736,Parque Las Heras,AUSTRIA Y FRENCH
543202,867,HOSPITAL ITALIANO,PRIMERA JUNTA
668397,1368,Plaza Libertad,Humahuaca
150057,555,PERÓN Y ACUÑA DE FIGUEROA,Parque Centenario
255477,2684,Las Victorias,F.J.Santamaria de Oro
587910,2200,DOBLAS,Guayaquil
380683,247,CASA SAN,Plazoleta Colombia
344097,1696,Plaza Bruno Giordano,Plaza Bruno Giordano
670193,627,Pacifico,Plaza Italia
280035,807,Julián Álvarez,Peña
145918,6522,BILLINGHURST Y MANSILLA,BILLINGHURST Y MANSILLA
517437,3943,PLAZA 24 DE SEPTIEMBRE,Plaza Almagro
156980,2915,TRONADOR Y GARCÍA DEL RÍO,La Pampa
452306,5890,Barrio 31,Barrio 31
137093,2042,Plazoleta Rafael del Riego,GARCIA DEL RIO
163682,729,25 De Mayo,ADUANA
562614,1577,Plazoleta Rafael del Riego,Villa Urquiza
362872,1950,TRONADOR Y GARCÍA DEL RÍO,PLAZA BOLIVIA
484997,1963,PUEYRREDÓN,AGUERO
142110,1127,Plaza Libertad,MACACHA GUEMES
563036,978,Ayacucho,Cementerio de Recoleta
542288,450,Acevedo,GÚZMAN
616923,1503,San Jose de Flores,San Jose de Flores
152302,1313,Plaza Primero de Mayo,Armenia
622856,1905,MONTAÑESES,MONTAÑESES
588518,1166,Plaza Irlanda,PLAZOLETA CELEDONIO FLORES
242999,2158,AGUERO,Constitución
349036,1357,Parque Centenario,Plaza Guemes
450049,1567,Plaza República de Ecuador,Matienzo Y Arce
539229,1175,Jose Maria Moreno,Puan
525376,43,Pasteur,Pasteur
668256,2567,GARCIA DEL RIO,Balbín
158719,758,Paraná,Humahuaca
309677,2014,PLAZA BOLIVIA,Pacifico
273602,453,Solar de la Abadía,PLAZA BOLIVIA
154736,938,Plaza Libertad,JULIETA LANTERI
525208,2354,PLAZA NORUEGA,Humahuaca
344744,1535,GARCIA DEL RIO,Plaza Zapiola
281425,1030,Madero Office,FACULTAD DE INGENERIA
169397,1197,SIMON BOLIVAR,SIMON BOLIVAR
667165,611,Acevedo,Acevedo
349771,571,Plaza Francisco Ramirez,PLAZA ALBERTI
322283,548,JUAN MANUEL DE BLANES,HOSPITAL ARGERICH
130627,865,Independencia,JULIETA LANTERI
671827,1126,AIME PAINÉ,CASA SAN
244867,480,LARREA Y BARTOLOMÉ MITRE,Facultad de Medicina
619801,803,Colonia Express,Ministerio de Economia
266876,1022,Constitución,Uruguay
472826,1278,INSTITUTO  LELOIR,Armenia
197697,3480,RIOBAMBA,Cementerio de Recoleta
473586,3980,General Urquiza,General Urquiza
244792,289,Paraná,Congreso
176511,784,SAAVEDRA,Congreso
561321,784,Parque Patricios,Parque Patricios
506400,1512,RIGLOS,Parque José Evaristo Uriburu
261291,1473,YATAY,PLAZA NORUEGA
172523,703,Jose Maria Moreno,PLAZA 24 DE SEPTIEMBRE
360254,373,Plaza República de Ecuador,Plaza República de Ecuador
188367,537,PRIMERA JUNTA,SIMON BOLIVAR
149517,748,INSTITUTO  LELOIR,PRIMERA JUNTA
139378,1037,Congreso,Rivadavia y 9 de Julio
571185,1426,YATAY,GAINZA
609953,1197,Armenia y Gorriti,PUEYRREDÓN
171743,1193,Plaza Alemania,Facultad de Medicina
666216,322,Pacifico,F.J.Santamaria de Oro
198553,1214,Plaza J.J. Paso,F.J.Santamaria de Oro
131987,343,PUEYRREDÓN,Facultad de Medicina
538703,1278,HOSPITAL ARGERICH,CALIFORNIA
620999,4322,Plaza Italia,JUNCAL
372430,1118,Galicia,Jose Maria Moreno
198659,593,VIRREY CEVALLOS,MANZANA 66
331924,1779,Parque Centenario,ONCE
657587,6073,VERA PEÑALOZA,JULIETA LANTERI
199485,1497,BILLINGHURST Y MANSILLA,Plaza Gurruchaga
604502,1010,JUNCAL,Armenia
350180,1505,Urquiza y Rondeau,Urquiza y Rondeau
377888,1139,ONCE II,PRIMERA JUNTA
369915,1348,Plaza Almagro,CARLOS CALVO
427033,2331,ARAOZ,PLAZA DEL ANGEL GRIS
255973,1024,Hospital Britanico,Ministerio de Justicia y Seguridad
472568,895,Plaza Marcos Sastre,Plaza Marcos Sastre
548819,2011,Plaza Palermo Viejo,Plaza Italia
584989,1481,GÚZMAN,Fitz Roy & Gorriti
447210,421,Ruy Díaz de Guzmán,Plazoleta Colombia
524378,1105,Jose Maria Moreno,Acuña de Figueroa
317438,818,Plaza Italia,Armenia
566766,6051,Pacifico,F.J.Santamaria de Oro
168447,2252,PRIMERA JUNTA,Plaza Palermo Viejo
311259,937,Paraná,Billinghurst
592404,436,Humahuaca,Humahuaca
563216,325,HOSPITAL DE CLÍNICAS,Peña
369249,1477,Constitución,Constitución
424329,805,Plaza Irlanda,YATAY
158307,894,RAVIGNANI Y GUATEMALA,GÚZMAN
577136,882,PLAZA ALBERTI,Plazoleta Rafael del Riego
140051,787,DOBLAS,Parque Centenario
140241,466,ESTADOS UNIDOS Y BOEDO,Salcedo
560203,306,SAN MARTIN,PLAZA 24 DE SEPTIEMBRE
224828,555,MINISTERIO DE EDUCACION,Suipacha
418394,960,Pasco,ARENALES Y AGUERO
334638,1005,SAN MIGUEL DE GARICOITS,Plaza Gurruchaga
156672,820,FACULTAD DE DERECHO,MARCELO T. DE ALVEAR
620348,1552,CALIFORNIA,CALIFORNIA
140302,214,GARCIA DEL RIO,TRONADOR Y GARCÍA DEL RÍO
173502,1590,ESTADOS UNIDOS Y BOEDO,San Jose de Flores
256692,2632,Aranguren,BARRANCAS DE BELGRANO
497752,1995,HOSPITAL DE CLÍNICAS,MACACHA GUEMES
169371,739,FACULTAD DE DERECHO,MARCELO T. DE ALVEAR
237215,868,ONCE II,MACACHA GUEMES
430007,462,PLAZA BOLIVIA,QUINTEROS LIDORO
337040,628,MARCELO T. DE ALVEAR,Facultad de Medicina
285532,1603,ALSINA,HOSPITAL DE CLÍNICAS
507080,1197,Carlos Gardel,OBELISCO
663404,921,Montevideo,Constitución
663404,977,Constitución,MINISTERIO DE EDUCACION
450081,395,Club Ciudad de Buenos Aires,QUINTEROS LIDORO
380657,1641,Plaza República de Ecuador,Cementerio de Recoleta
559368,403,Pacifico,Solar de la Abadía
200409,2090,Plaza Vicente Lopez,Plaza Vicente Lopez
172537,433,Parque Centenario,Plaza Bruno Giordano
497252,2144,Villa Urquiza,Plaza J.J. Paso
181673,844,Las Victorias,Plaza Saenz Peña
568274,850,HOSPITAL ALEMÁN,ONCE II
449705,631,BARRANCAS DE BELGRANO,Balbín
137403,1259,General Urquiza,RAVIGNANI Y GUATEMALA
163258,1609,ESMERALDA,Pacifico
136358,430,Plaza Roma,RETIRO II
485759,3111,LARREA Y BARTOLOMÉ MITRE,LARREA Y BARTOLOMÉ MITRE
416935,467,Plaza Gurruchaga,Velasco
594017,5025,MONROE,Galicia
547092,5002,Madero Office,ONCE
207361,1216,Godoy Cruz y Libertador,PLAZA ALBERTI
570472,698,PLAZA 24 DE SEPTIEMBRE,Plaza Irlanda
388593,731,Ruy Díaz de Guzmán,9 de Julio
369223,4147,UGARTECHE,Plaza Marcos Sastre
433210,906,Plaza Almagro,José Marmol
132131,4650,PLAZA ALBERTI,Armenia y Gorriti
364937,845,RAVIGNANI Y GUATEMALA,Plaza Guemes
139112,559,INGENIERO BUTTY,MACACHA GUEMES
340361,1106,Aranguren,ESPINOSA
487746,1202,ARAOZ,PLAZOLETA CELEDONIO FLORES
283484,274,HOSPITAL ITALIANO,Parque Centenario
260973,1169,Solar de la Abadía,Armenia y Gorriti
581238,1053,Plaza Guemes,PLAZA BOLIVIA
238242,1426,VIRREY CEVALLOS,PERÓN Y ACUÑA DE FIGUEROA
171415,1800,Ayacucho,Armenia
130795,1770,Plaza Italia,Humahuaca
391853,354,Cabello,UGARTECHE
379639,1226,VERA PEÑALOZA,JUANA MANSO I
301841,1112,Humahuaca,PLAZOLETA CELEDONIO FLORES
526135,989,Parque Centenario,YATAY
489236,2517,Plaza República de Ecuador,PLAZA ALBERTI
311740,450,Parque Centenario,YATAY
319299,1568,GÚZMAN,Plazoleta Rafael del Riego
668764,1458,BARRANCAS DE BELGRANO,BARRANCAS DE BELGRANO
445736,3012,Guayaquil,DOBLAS
413424,354,Plaza Saenz Peña,Donato Alvarez
501635,3259,9 de Julio,9 de Julio
316545,1415,Carlos Gardel,ALSINA
210266,1642,RAVIGNANI Y GUATEMALA,Ecoparque
378801,1210,MONROE,PLAZA BOLIVIA
663333,420,Legislatura,AIME PAINÉ
151815,1605,Plaza Almagro,Pasteur
601089,6084,Plaza Guemes,PLAZA NORUEGA
273385,1773,Distrito Audiovisual,Parque Las Heras
280090,607,Parque Las Heras,Coronel Diaz
171321,1534,YATAY,PLAZA NORUEGA
457426,1309,MACACHA GUEMES,Ministerio de Justicia y Seguridad
345288,1504,MALBA,HOSPITAL ITALIANO
140618,1227,YATAY,Carlos Gardel
435007,1923,Acevedo,Lavalle
271695,460,MONROE,GARCIA DEL RIO
473529,7859,DON BOSCO,Quintino Bocayuva
406997,863,GARCIA DEL RIO,GARCIA DEL RIO
485784,1891,AIME PAINÉ,AIME PAINÉ
393409,926,Plaza Guemes,Plaza Almagro
474392,736,ESTADOS UNIDOS Y BOEDO,CARLOS CALVO
314431,2009,Villa Urquiza,Villa Urquiza
189424,1306,Julián Álvarez,Parque Centenario
361995,1828,Acuña de Figueroa,MEXICO
321527,1980,PLAZA BOLIVIA,Plaza Zapiola
412323,1718,Jose Maria Moreno,Jose Maria Moreno
228107,944,PLAZA BOLIVIA,General Urquiza
313733,521,PLAZA 24 DE SEPTIEMBRE,Plaza Saenz Peña
166039,797,Parque Las Heras,ARAOZ
395335,353,PRIMERA JUNTA,Hipólito Yrigoyen
191442,420,Pacifico,Fitz Roy & Gorriti
289215,496,RETIRO II,Madero Office
529537,1879,Armenia,Godoy Cruz y Libertador
364710,2655,RAVIGNANI Y GUATEMALA,Plaza Marcos Sastre
360671,899,Plaza Zapiola,Plaza Rafael Hernandez
242859,563,Plaza Rafael Hernandez,MONROE
444458,518,RETIRO II,Barrio 31
343363,1885,SAN MIGUEL DE GARICOITS,SAN MIGUEL DE GARICOITS
502010,788,HUMBERTO 1°,Pasco
285683,1051,PRIMERA JUNTA,Plaza Irlanda
264590,315,PLAZA NORUEGA,PLAZA NORUEGA
174488,254,DON BOSCO,DON BOSCO
168068,564,Godoy Cruz y Libertador,Plaza Italia
252184,1353,Paraná,Plaza Palermo Viejo
396859,541,PUEYRREDÓN,Acuña de Figueroa
403500,2278,F.J.Santamaria de Oro,Fitz Roy
504296,580,Ruy Díaz de Guzmán,Constitución
672436,732,Plaza Alemania,FACULTAD DE DERECHO
632751,2248,PLAZOLETA CELEDONIO FLORES,CULPINA
178436,2943,FACULTAD DE DERECHO,JULIETA LANTERI
234659,646,Plaza Zapiola,SAN MIGUEL DE GARICOITS
146542,1907,Plaza Marcos Sastre,YATAY
306995,1606,Plazoleta Colombia,FACULTAD DE INGENERIA
430077,1774,ALSINA,Hipólito Yrigoyen
173736,1911,ALSINA,ESTADOS UNIDOS Y BOEDO
207745,1139,CERRITO,Acuña de Figueroa
179118,339,PUEYRREDÓN,ONCE II
181769,965,BRASIL,Congreso
404511,656,Acevedo,ESPINOSA
553891,578,MALBA,FACULTAD DE DERECHO
563225,674,SIMON BOLIVAR,Puan
445933,601,Paraná,Peña
242859,630,MONROE,Plaza Rafael Hernandez
149460,1179,Constitución,Montevideo
238481,1611,Tronador,GARCIA DEL RIO
281963,2183,Plaza Palermo Viejo,Plaza Palermo Viejo
250032,1544,CORRIENTES,Plaza Almagro
562614,957,Plazoleta Rafael del Riego,PLAZA ALBERTI
469847,638,Colonia Express,CASA SAN
400345,293,JUAN MANUEL DE BLANES,Colonia Express
528821,554,San Jose de Flores,Galicia
236846,1731,Plaza Bruno Giordano,Pacifico
605316,1133,HOSPITAL DE CLÍNICAS,Retiro I
136478,608,PUEYRREDÓN,Billinghurst
623230,1189,GARCIA DEL RIO,GARCIA DEL RIO
302565,3249,Billinghurst,Armenia y Gorriti
667813,1012,Ecuador,Lavalle
343720,965,HOSPITAL ALEMÁN,CERRITO
499883,444,AZUCENA VILLAFLOR,Colonia Express
302909,922,Ministerio de Justicia y Seguridad,Parque Lezama
221268,1144,MONROE,MONROE
168596,191,Plaza Libertad,Suipacha
293038,4590,Madero Office,Madero Office
552535,2725,PLAZA NUEVA POMPEYA,PLAZA NUEVA POMPEYA
434695,2377,HOSPITAL ITALIANO,Plaza Zapiola
623751,1302,Donato Alvarez,Acuña de Figueroa
267771,1864,Fitz Roy,PLAZA ALBERTI
152670,420,ONCE,HOSPITAL RAMOS MEJIA
229321,578,Acuña de Figueroa,Guatemala
397774,1345,Peña,FACULTAD DE DERECHO
381360,1051,Velasco,RAVIGNANI Y GUATEMALA
362934,648,PLAZA ALBERTI,Plaza J.J. Paso
240069,1494,Ayacucho,Plaza Gurruchaga
150444,1536,ESTADOS UNIDOS Y BOEDO,PLAZA BENITO NAZAR
267392,618,QUINTEROS LIDORO,Plaza Rafael Hernandez
670246,707,BARRANCAS DE BELGRANO,Plaza República de Ecuador
435062,1059,Fitz Roy & Gorriti,INSTITUTO  LELOIR
511007,1030,ONCE II,YATAY
342400,955,Puan,PLAZA BENITO NAZAR
252904,731,BRASIL,MARCELO T. DE ALVEAR
274513,932,UGARTECHE,PLAZA BOLIVIA
223632,1822,General Urquiza,Godoy Cruz y Libertador
191366,316,VILLARROEL,Fitz Roy & Gorriti
570980,489,Parque José Evaristo Uriburu,Luna
470193,721,Billinghurst,ARENALES Y AGUERO
597746,1458,MALBA,Solar de la Abadía
480581,2434,YATAY,Plaza República de Ecuador
197714,664,SIMON BOLIVAR,DOBLAS
162436,1994,25 De Mayo,Pacifico
184294,1125,ECHEVERRIA,PLAZOLETA CELEDONIO FLORES
131916,779,Acevedo,Humahuaca
431910,1230,Ministerio de Economia,AZUCENA VILLAFLOR
171640,569,Godoy Cruz y Libertador,PLAZA BOLIVIA
217634,1036,Godoy Cruz y Libertador,Peña
180421,724,Las Victorias,Galicia
140082,1770,Ministerio de Justicia y Seguridad,HUMBERTO 1°
199983,438,SAN MARTIN,Plaza Saenz Peña
199332,1795,Quintino Bocayuva,F.J.Santamaria de Oro
137403,1115,Plaza Irlanda,Plaza Bruno Giordano
478060,1660,ESTADOS UNIDOS Y BOEDO,Fitz Roy
324498,1943,Chile,RIGLOS
435434,759,Facultad de Medicina,Uruguay
389932,2811,General Urquiza,MALBA
346897,4446,Plaza Alemania,Ecoparque
667959,1733,Aranguren,Aranguren
494727,278,Plaza Guemes,AGUERO
629914,952,Fitz Roy,Federico Lacroze
368270,971,PLAZA DEL ANGEL GRIS,DOBLAS
519533,600,Hipólito Yrigoyen,DON BOSCO
469149,5739,Ecoparque,Ecoparque
452311,782,VIRREY CEVALLOS,ESMERALDA
628585,2330,MACACHA GUEMES,Matienzo Y Arce
150444,691,UGARTECHE,Plaza República de Ecuador
181673,907,Las Victorias,Plaza Saenz Peña
137805,319,MARCELO T. DE ALVEAR,Retiro I
274345,1331,Donato Alvarez,RIGLOS
183173,1525,PLAZA DEL ANGEL GRIS,INSTITUTO  LELOIR
369915,1147,Plaza Almagro,CARLOS CALVO
540843,1444,Guatemala,PLAZA BOLIVIA
162328,1587,JUAN MANUEL DE BLANES,DON BOSCO
433733,639,MEXICO,Pasteur
366493,1917,BILLINGHURST Y MANSILLA,Godoy Cruz y Libertador
130537,395,Godoy Cruz y Libertador,Pacifico
328626,812,HOSPITAL ITALIANO,DON BOSCO
292553,1009,Pacifico,SAN MARTIN
339456,1755,ESTADOS UNIDOS Y BOEDO,Velasco
212472,460,Plaza Palermo Viejo,BILLINGHURST Y MANSILLA
665536,1185,CERRITO,CERRITO
231969,1223,PLAZA BOLIVIA,PLAZA BOLIVIA
480684,1102,Malabia,Plaza Palermo Viejo
149425,1027,ARAOZ,UGARTECHE
178722,721,Balbín,PLAZA NORUEGA
169946,619,Acevedo,Parque Centenario
182115,344,INSTITUTO  LELOIR,PLAZA BENITO NAZAR
161384,394,Avelino Diaz,Avelino Diaz
151697,1485,Parque Patricios,Parque Patricios
492346,1999,PLAZA BOLIVIA,Distrito Audiovisual
274513,844,PLAZA BOLIVIA,PLAZA NORUEGA
572893,1525,PLAZA 24 DE SEPTIEMBRE,Catedral
162436,1998,Plaza Libertad,Coronel Diaz
332862,1362,ADUANA,MEXICO
655044,980,Ecuador,PUEYRREDÓN
436239,1657,Plaza Libertad,Malabia
321163,1922,MONTAÑESES,MONTAÑESES
655559,2854,Plaza Primero de Mayo,Congreso
299717,622,PLAZA BOLIVIA,PLAZA ALBERTI
466863,137,FACULTAD DE DERECHO,FACULTAD DE DERECHO
363455,1540,ESTADOS UNIDOS Y BOEDO,ARENALES Y AGUERO
298499,325,Cementerio de Recoleta,Hospital Rivadavia
168461,1128,Plaza Guemes,MARCELO T. DE ALVEAR
131276,620,Madero Office,RETIRO II
185183,1568,ESPINOSA,Billinghurst
378720,3519,GARCIA DEL RIO,GARCIA DEL RIO
136652,1824,PLAZA MONSEÑOR MIGUEL DE ANDREA,MINISTERIO DE EDUCACION
239253,1132,Diagonal Norte,INGENIERO BUTTY
506379,2332,Guayaquil,RAVIGNANI Y GUATEMALA
243426,618,BARRANCAS DE BELGRANO,Ministro Carranza
509728,627,ESPINOSA,VILLARROEL
278372,948,Ecoparque,RAVIGNANI Y GUATEMALA
140890,3676,Chile,Chile
369065,2608,PLAZOLETA CELEDONIO FLORES,Cabello
667458,1543,Hospital Rivadavia,Pacifico
508640,2940,Avelino Diaz,Avelino Diaz
496467,812,Ministro Carranza,Distrito Audiovisual
322147,1255,Humahuaca,Acevedo
161871,854,Plaza República de Ecuador,Solar de la Abadía
666141,943,San Jose de Flores,Jose Maria Moreno
630328,1892,Plaza Francisco Ramirez,Malabia
137318,418,Plaza Francisco Ramirez,Balbín
257105,774,Quintino Bocayuva,Julián Álvarez
170841,943,Ministerio de Justicia y Seguridad,Colonia Express
515793,692,Plaza Rafael Hernandez,MONROE
581252,638,Godoy Cruz y Libertador,Plaza Alemania
452258,1598,BARRANCAS DE BELGRANO,BARRANCAS DE BELGRANO
221950,581,GARCIA DEL RIO,Plaza Francisco Ramirez
603924,889,Las Victorias,Venancio Flores
449038,712,Fitz Roy,Velasco
195858,478,AUSTRIA Y FRENCH,ARENALES Y AGUERO
298961,1499,PLAZA DEL ANGEL GRIS,Carlos Gardel
671012,649,PUEYRREDÓN,Peña
328025,533,Puan,Plaza Bruno Giordano
219981,1311,Plaza Almagro,Plaza Almagro
490631,405,DON BOSCO,Plaza Almagro
166394,863,ARENALES Y AGUERO,ONCE II
243006,2735,Parque Centenario,Arenales
438826,794,Diagonal Norte,MACACHA GUEMES
649934,1182,Hipólito Yrigoyen,CARLOS CALVO
326590,646,Plaza Irlanda,PLAZA DEL ANGEL GRIS
502267,1358,Godoy Cruz y Libertador,Godoy Cruz y Libertador
196166,629,GAINZA,Acevedo
238891,1991,Pacifico,Humahuaca
625939,724,Parque Las Heras,Plaza República de Ecuador
131030,3772,Coronel Diaz,PLAZOLETA CELEDONIO FLORES
186527,856,PLAZA BOLIVIA,Plaza Alemania
408299,1412,HOSPITAL GARRAHAN,Parque Patricios
229345,4339,Plaza J.J. Paso,La Pampa
129987,353,Madero Office,RETIRO II
473051,776,RETIRO II,MACACHA GUEMES
620005,420,Julián Álvarez,Plaza Italia
332637,1641,Club Ciudad de Buenos Aires,PLAZA BOLIVIA
268631,1300,CORRIENTES,PUEYRREDÓN
200224,644,Plaza Bruno Giordano,Plaza Irlanda
227782,726,Parque José Evaristo Uriburu,PLAZA NUEVA POMPEYA
196814,738,CERRITO,Facultad de Medicina
152509,3210,Velasco,HOSPITAL DE CLÍNICAS
248693,799,Matienzo Y Arce,Plaza J.J. Paso
449585,2319,La Pampa,La Pampa
431033,2032,Godoy Cruz y Libertador,SAN MARTIN
180758,1121,Plaza Roma,PUEYRREDÓN
418680,356,Reconquista,CORRIENTES
130905,1131,Estados Unidos,Hospital Francés
532879,1421,Quintino Bocayuva,AUSTRIA Y FRENCH
629650,6995,VIRREY CEVALLOS,VIRREY CEVALLOS
346850,1527,ARAOZ,Plaza Bruno Giordano
431802,1300,GÚZMAN,JUNCAL
356591,1879,FACULTAD DE DERECHO,Plaza Roma
129964,739,ONCE,Pasco
422524,1660,ESTADOS UNIDOS Y BOEDO,SAN MARTIN
163718,1231,PLAZA BENITO NAZAR,Armenia y Gorriti
321394,685,ADUANA,Parque Lezama
152554,664,HUMBERTO 1°,JUAN MANUEL DE BLANES
244792,356,Paraná,Congreso
287525,963,Donato Alvarez,SAN MIGUEL DE GARICOITS
391546,1232,Godoy Cruz y Libertador,Godoy Cruz y Libertador
459999,1296,RAVIGNANI Y GUATEMALA,MONTAÑESES
221845,5803,Club Ciudad de Buenos Aires,GARCIA DEL RIO
255694,1414,F.J.Santamaria de Oro,Parque Centenario
361721,471,Acevedo,SAN MARTIN
140729,252,Pasteur,PUEYRREDÓN
200556,3318,Plaza Italia,Peña
130708,4201,PARQUE DEL BAJO,MACACHA GUEMES
178969,2394,JUNCAL,MEXICO
164023,982,Quintino Bocayuva,Julián Álvarez
620829,2116,VIRREY CEVALLOS,VIRREY CEVALLOS
138966,801,Diagonal Norte,BRASIL
246455,484,Hipólito Yrigoyen,José Marmol
627209,1790,Coronel Diaz,Tronador
248044,1379,Parque Las Heras,General Urquiza
132332,1408,Parque Centenario,Las Victorias
162020,1545,INSTITUTO  LELOIR,Plaza Alemania
612410,1510,Malabia,PUEYRREDÓN
373506,791,GARCIA DEL RIO,MONROE
667174,682,Hospital Francés,Estados Unidos
346411,2078,POSADAS,Billinghurst
282250,1591,Plaza Saenz Peña,Plaza Irlanda
462609,466,Avelino Diaz,DOBLAS
616535,179,Suipacha,CERRITO
601875,5535,Plaza Francisco Ramirez,Venancio Flores
213801,886,PLAZA BOLIVIA,ECHEVERRIA
557541,451,PUEYRREDÓN,Coronel Diaz
416892,1890,Ayacucho,Lavalle
267865,1004,FACULTAD DE DERECHO,ARENALES Y AGUERO
663333,270,Ministerio de Economia,AIME PAINÉ
319693,2193,Billinghurst,Legislatura
178611,846,Plaza Alemania,Billinghurst
306547,7189,San Jose de Flores,San Jose de Flores
326501,854,PLAZA MONSEÑOR MIGUEL DE ANDREA,FACULTAD DE DERECHO
621029,297,Plaza Libertad,Plaza Libertad
170273,588,UADE,AIME PAINÉ
552813,14175,Barrio 31,MARCELO T. DE ALVEAR
162425,884,MANZANA 66,ALSINA
532760,1469,Federico Lacroze,Plaza Alemania
407109,702,SAN MIGUEL DE GARICOITS,RAVIGNANI Y GUATEMALA
540263,477,Distrito Audiovisual,Pacifico
386580,966,Paraná,SAAVEDRA
